unigram,repetation,polarity,sentiment
dcgi,1,0.0,neutral
moderate,1,0.0,neutral
severe,1,0.0,neutral
running,1,0.0,neutral
crickettwitter,1,0.0,neutral
matured,1,0.0,neutral
relationship,1,0.0,neutral
tags,1,0.0,neutral
trending,1,0.0,neutral
worldwide,1,0.0,neutral
neverything,1,0.0,neutral
poss,1,0.0,neutral
rss,1,0.0,neutral
urge,1,0.0,neutral
change,1,0.0,neutral
vaccinat,1,0.0,neutral
paramedics,1,0.0,neutral
similarity,1,0.0,neutral
fear,1,0.0,neutral
workspace,1,0.0,neutral
zoom,1,0.0,neutral
burnout,1,0.0,neutral
ncompanies,1,0.0,neutral
mumbaiindians,1,0.0,neutral
chennaisuperkings,1,0.0,neutral
crunch,1,0.0,neutral
clash,1,0.0,neutral
resumption,1,0.0,neutral
think,1,0.0,neutral
tank,1,0.0,neutral
institution,1,0.0,neutral
transforming,1,0.0,neutral
informed,1,0.0,neutral
chaired,1,0.0,neutral
discuss,1,0.0,neutral
several,1,0.0,neutral
courageous,1,0.0,neutral
quarantine,1,0.0,neutral
serve,1,0.0,neutral
els,1,0.0,neutral
punja,1,0.0,neutral
confirms,1,0.0,neutral
nconducts,1,0.0,neutral
se,1,0.0,neutral
matla,1,0.0,neutral
ek,1,0.0,neutral
insan,1,0.0,neutral
delegation,1,0.0,neutral
hornbill,1,0.0,neutral
likely,1,0.0,neutral
remains,1,0.0,neutral
control,1,0.0,neutral
tikautsav,1,0.0,neutral
nasnoda,1,0.0,neutral
panchayat,1,0.0,neutral
aldona,1,0.0,neutral
constituency,1,0.0,neutral
reis,1,0.0,neutral
magos,1,0.0,neutral
panchaya,1,0.0,neutral
npentaiah,1,0.0,neutral
nnims,1,0.0,neutral
panjagutta,1,0.0,neutral
nsanjeevini,1,0.0,neutral
umar,1,0.0,neutral
facebookdown,1,0.0,neutral
purged,1,0.0,neutral
accounts,1,0.0,neutral
groups,1,0.0,neutral
german,1,0.0,neutral
anti,1,0.0,neutral
movement,1,0.0,neutral
rather,1,0.0,neutral
thinking,1,0.0,neutral
binaries,1,0.0,neutral
closure,1,0.0,neutral
nuanced,1,0.0,neutral
allowing,1,0.0,neutral
mum,1,0.0,neutral
gather,1,0.0,neutral
pretend,1,0.0,neutral
sanitizers,1,0.0,neutral
stayhealthy,1,0.0,neutral
nalways,1,0.0,neutral
sanitize,1,0.0,neutral
truest,1,0.0,neutral
heartiest,1,0.0,neutral
heath,1,0.0,neutral
worke,1,0.0,neutral
ncheck,1,0.0,neutral
tourism,1,0.0,neutral
immediately,1,0.0,neutral
trans,1,0.0,neutral
provincial,1,0.0,neutral
gro,1,0.0,neutral
listen,1,0.0,neutral
shashank,1,0.0,neutral
shah,1,0.0,neutral
featured,1,0.0,neutral
ndtv,1,0.0,neutral
obesity,1,0.0,neutral
diabetes,1,0.0,neutral
affecting,1,0.0,neutral
therein,1,0.0,neutral
hv,1,0.0,neutral
beamed,1,0.0,neutral
memories,1,0.0,neutral
fb,1,0.0,neutral
lif,1,0.0,neutral
nneighbour,1,0.0,neutral
aupdate,1,0.0,neutral
amore,1,0.0,neutral
metros,1,0.0,neutral
solarsytem,1,0.0,neutral
publish,1,0.0,neutral
application,1,0.0,neutral
ios,1,0.0,neutral
android,1,0.0,neutral
augmentedreality,1,0.0,neutral
feature,1,0.0,neutral
ncheckout,1,0.0,neutral
turning,1,0.0,neutral
cry,1,0.0,neutral
nespecially,1,0.0,neutral
viratkohli,1,0.0,neutral
appleevent,1,0.0,neutral
bigbrother,1,0.0,neutral
aadhaar,1,0.0,neutral
linking,1,0.0,neutral
deadline,1,0.0,neutral
aadhaarpan,1,0.0,neutral
incometa,1,0.0,neutral
ept,1,0.0,neutral
households,1,0.0,neutral
enditures,1,0.0,neutral
publicity,1,0.0,neutral
claim,1,0.0,neutral
precursor,1,0.0,neutral
casinos,1,0.0,neutral
election,1,0.0,neutral
nludhiana,1,0.0,neutral
beca,1,0.0,neutral
russian,1,0.0,neutral
vladimirputin,1,0.0,neutral
spend,1,0.0,neutral
self,1,0.0,neutral
dozens,1,0.0,neutral
talk,1,0.0,neutral
rhetoric,1,0.0,neutral
lie,1,0.0,neutral
unless,1,0.0,neutral
cur,1,0.0,neutral
nc,1,0.0,neutral
unemployed,1,0.0,neutral
ias,1,0.0,neutral
required,1,0.0,neutral
accepting,1,0.0,neutral
rejects,1,0.0,neutral
nthank,1,0.0,neutral
hundreds,1,0.0,neutral
teacher,1,0.0,neutral
mult,1,0.0,neutral
croredailyvaccinations,1,0.0,neutral
accelerate,1,0.0,neutral
process,1,0.0,neutral
municipal,1,0.0,neutral
corporation,1,0.0,neutral
deny,1,0.0,neutral
nhuge,1,0.0,neutral
captured,1,0.0,neutral
author,1,0.0,neutral
workfromhome,1,0.0,neutral
organised,1,0.0,neutral
halla,1,0.0,neutral
nfor,1,0.0,neutral
stat,1,0.0,neutral
ed,1,0.0,neutral
seem,1,0.0,neutral
fill,1,0.0,neutral
upa,1,0.0,neutral
ruling,1,0.0,neutral
logging,1,0.0,neutral
tricity,1,0.0,neutral
count,1,0.0,neutral
airports,1,0.0,neutral
southern,1,0.0,neutral
region,1,0.0,neutral
regaining,1,0.0,neutral
confidence,1,0.0,neutral
flyers,1,0.0,neutral
coronapandemic,1,0.0,neutral
rebounds,1,0.0,neutral
affects,1,0.0,neutral
ineffective,1,0.0,neutral
mann,1,0.0,neutral
prashad,1,0.0,neutral
toughest,1,0.0,neutral
forget,1,0.0,neutral
peak,1,0.0,neutral
outside,1,0.0,neutral
stadiums,1,0.0,neutral
nthose,1,0.0,neutral
inside,1,0.0,neutral
spokesperson,1,0.0,neutral
dujarric,1,0.0,neutral
role,1,0.0,neutral
beginning,1,0.0,neutral
present,1,0.0,neutral
machinery,1,0.0,neutral
masked,1,0.0,neutral
nshinie,1,0.0,neutral
antony,1,0.0,neutral
delegate,1,0.0,neutral
priya,1,0.0,neutral
rajaram,1,0.0,neutral
souvik,1,0.0,neutral
nwithin,1,0.0,neutral
schoolsreopen,1,0.0,neutral
declared,1,0.0,neutral
vaccinateunder,1,0.0,neutral
studentslifematters,1,0.0,neutral
watching,1,0.0,neutral
theater,1,0.0,neutral
muflar,1,0.0,neutral
clnic,1,0.0,neutral
jp,1,0.0,neutral
ask,1,0.0,neutral
sanjay,1,0.0,neutral
jha,1,0.0,neutral
modifactordecoded,1,0.0,neutral
indulge,1,0.0,neutral
nhanumantha,1,0.0,neutral
rao,1,0.0,neutral
nampally,1,0.0,neutral
proof,1,0.0,neutral
preventing,1,0.0,neutral
influx,1,0.0,neutral
rise,1,0.0,neutral
reaching,1,0.0,neutral
mileston,1,0.0,neutral
hi,1,0.0,neutral
chile,1,0.0,neutral
mx,1,0.0,neutral
deman,1,0.0,neutral
freakingnews,1,0.0,neutral
alert,1,0.0,neutral
newzealandcricket,1,0.0,neutral
pakistan,1,0.0,neutral
terrorists,1,0.0,neutral
mode,1,0.0,neutral
europe,1,0.0,neutral
npm,1,0.0,neutral
benc,1,0.0,neutral
ety,1,0.0,neutral
depression,1,0.0,neutral
healthcareworkers,1,0.0,neutral
commencement,1,0.0,neutral
physicalclasses,1,0.0,neutral
ugfirstyear,1,0.0,neutral
daysofcode,1,0.0,neutral
sunteck,1,0.0,neutral
realty,1,0.0,neutral
jda,1,0.0,neutral
develop,1,0.0,neutral
sq,1,0.0,neutral
ft,1,0.0,neutral
shahad,1,0.0,neutral
stem,1,0.0,neutral
cfor,1,0.0,neutral
biological,1,0.0,neutral
division,1,0.0,neutral
clover,1,0.0,neutral
clv,1,0.0,neutral
lithium,1,0.0,neutral
lith,1,0.0,neutral
byn,1,0.0,neutral
casper,1,0.0,neutral
paid,1,0.0,neutral
aioz,1,0.0,neutral
hypocrisy,1,0.0,neutral
personal,1,0.0,neutral
sufficient,1,0.0,neutral
collected,1,0.0,neutral
dynamic,1,0.0,neutral
lea,1,0.0,neutral
improve,1,0.0,neutral
diet,1,0.0,neutral
yrs,1,0.0,neutral
secretary,1,0.0,neutral
bhushan,1,0.0,neutral
tracker,1,0.0,neutral
diu,1,0.0,neutral
contribution,1,0.0,neutral
release,1,0.0,neutral
mosquitoes,1,0.0,neutral
chikangunia,1,0.0,neutral
viralfever,1,0.0,neutral
spreading,1,0.0,neutral
thing,1,0.0,neutral
locals,1,0.0,neutral
nprasad,1,0.0,neutral
nsunshine,1,0.0,neutral
secunderabad,1,0.0,neutral
two,1,0.0,neutral
vaccinessavelives,1,0.0,neutral
jitendra,1,0.0,neutral
singh,1,0.0,neutral
gangwar,1,0.0,neutral
adg,1,0.0,neutral
hq,1,0.0,neutral
cyber,1,0.0,neutral
senani,1,0.0,neutral
awareness,1,0.0,neutral
registered,1,0.0,neutral
nliberals,1,0.0,neutral
arrangements,1,0.0,neutral
azadi,1,0.0,neutral
ka,1,0.0,neutral
amrut,1,0.0,neutral
mahotsav,1,0.0,neutral
azadikaamrutmahotsav,1,0.0,neutral
beachroad,1,0.0,neutral
justnow,1,0.0,neutral
ruled,1,0.0,neutral
collecting,1,0.0,neutral
fronts,1,0.0,neutral
ncurrently,1,0.0,neutral
focusing,1,0.0,neutral
eradicate,1,0.0,neutral
wednesday,1,0.0,neutral
recommended,1,0.0,neutral
bbmp,1,0.0,neutral
monitor,1,0.0,neutral
bharat,1,0.0,neutral
mi,1,0.0,neutral
anna,1,0.0,neutral
whos,1,0.0,neutral
creator,1,0.0,neutral
wuhan,1,0.0,neutral
imagine,1,0.0,neutral
pioneer,1,0.0,neutral
student,1,0.0,neutral
khushi,1,0.0,neutral
agrawal,1,0.0,neutral
suniel,1,0.0,neutral
shetty,1,0.0,neutral
recently,1,0.0,neutral
distributed,1,0.0,neutral
var,1,0.0,neutral
sonu,1,0.0,neutral
non,1,0.0,neutral
profit,1,0.0,neutral
raised,1,0.0,neutral
overseas,1,0.0,neutral
donors,1,0.0,neutral
sonusood,1,0.0,neutral
indoor,1,0.0,neutral
game,1,-0.4,negative
fit,1,0.4,positive
mood,1,0.0,neutral
jaehyun,1,0.0,neutral
spjimr,1,0.0,neutral
prof,1,0.0,neutral
jayaraman,1,0.0,neutral
published,1,0.0,neutral
wwm,1,0.0,neutral
evolution,1,0.0,neutral
supply,1,0.0,neutral
chain,1,0.0,neutral
nkids,1,0.0,neutral
feeling,1,0.0,neutral
complicating,1,0.0,neutral
efforts,1,0.0,neutral
sparking,1,0.0,neutral
inf,1,0.0,neutral
uni,1,0.0,neutral
unbo,1,0.0,neutral
ng,1,0.0,neutral
goodies,1,0.0,neutral
facilitate,1,0.0,neutral
martha,1,0.0,neutral
asap,1,0.0,neutral
admissions,1,0.0,neutral
precaution,1,0.0,neutral
stepping,1,0.0,neutral
jogeshwari,1,0.0,neutral
registration,1,0.0,neutral
emaharashtra,1,0.0,neutral
infected,1,0.0,neutral
lost,1,0.0,neutral
fatality,1,0.0,neutral
npristine,1,0.0,neutral
launched,1,0.0,neutral
haridwar,1,0.0,neutral
concern,1,0.0,neutral
caution,1,0.0,neutral
upsurge,1,0.0,neutral
imperative,1,0.0,neutral
ncredits,1,0.0,neutral
vaccinemandates,1,0.0,neutral
covidiots,1,0.0,neutral
crorevaccination,1,0.0,neutral
icymi,1,0.0,neutral
line,1,0.0,neutral
attack,1,0.0,neutral
centralvistaproject,1,0.0,neutral
posts,1,0.0,neutral
tips,1,0.0,neutral
battling,1,0.0,neutral
infection,1,0.0,neutral
nurse,1,0.0,neutral
friend,1,0.0,neutral
itbp,1,0.0,neutral
leh,1,0.0,neutral
ladakh,1,0.0,neutral
serving,1,0.0,neutral
personnel,1,0.0,neutral
nout,1,0.0,neutral
recovered,1,0.0,neutral
alaska,1,0.0,neutral
paul,1,0.0,neutral
condemned,1,0.0,neutral
incomplete,1,0.0,neutral
happened,1,0.0,neutral
surge,1,0.0,neutral
johns,1,0.0,neutral
hopkins,1,0.0,neutral
university,1,0.0,neutral
observation,1,0.0,neutral
physicians,1,0.0,neutral
classify,1,0.0,neutral
southwest,1,0.0,neutral
nepal,1,0.0,neutral
goes,1,0.0,neutral
nboard,1,0.0,neutral
step,1,0.0,neutral
shutdown,1,0.0,neutral
powershutdown,1,0.0,neutral
powercut,1,0.0,neutral
atzone,1,0.0,neutral
naffordable,1,0.0,neutral
tailored,1,0.0,neutral
help,1,0.0,neutral
comfort,1,0.0,neutral
wht,1,0.0,neutral
happens,1,0.0,neutral
stipulated,1,0.0,neutral
inoculates,1,0.0,neutral
bangla,1,0.0,neutral
sahi,1,0.0,neutral
gurdwara,1,0.0,neutral
banglasahibgurdwara,1,0.0,neutral
haryanagovernment,1,0.0,neutral
nitin,1,0.0,neutral
gadkari,1,0.0,neutral
earns,1,0.0,neutral
uploaded,1,0.0,neutral
lectures,1,0.0,neutral
streaming,1,0.0,neutral
naisi,1,0.0,neutral
kon,1,0.0,neutral
jaadu,1,0.0,neutral
ki,1,0.0,neutral
chadi,1,0.0,neutral
chali,1,0.0,neutral
aaj,1,0.0,neutral
aromatic,1,0.0,neutral
brew,1,0.0,neutral
refreshed,1,0.0,neutral
skin,1,0.0,neutral
scru,1,0.0,neutral
ground,1,0.0,neutral
coconut,1,0.0,neutral
oil,1,0.0,neutral
sugar,1,0.0,neutral
cof,1,0.0,neutral
nigeria,1,0.0,neutral
federal,1,0.0,neutral
capital,1,0.0,neutral
terri,1,0.0,neutral
,1,0.0,neutral
remain,1,0.0,neutral
vigilant,1,0.0,neutral
properly,1,0.0,neutral
glimpses,1,0.0,neutral
mins,1,0.0,neutral
partners,1,0.0,neutral
supporters,1,0.0,neutral
ndose,1,0.0,neutral
nvaccinated,1,0.0,neutral
jan,1,0.0,neutral
certificates,1,0.0,neutral
photo,1,0.0,neutral
april,1,0.0,neutral
celebrate,1,0.0,neutral
gender,1,0.0,neutral
marangu,1,0.0,neutral
roll,1,0.0,neutral
hastags,1,0.0,neutral
earthquake,1,0.0,neutral
diff,1,0.0,neutral
parts,1,0.0,neutral
sciences,1,0.0,neutral
values,1,0.0,neutral
biologics,1,0.0,neutral
solely,1,0.0,neutral
besafeoutthere,1,0.0,neutral
eos,1,0.0,neutral
directions,1,0.0,neutral
complaints,1,0.0,neutral
disposed,1,0.0,neutral
spot,1,0.0,neutral
surveyed,1,0.0,neutral
show,1,0.0,neutral
signs,1,0.0,neutral
antibo,1,0.0,neutral
cnbctv,1,0.0,neutral
specified,1,0.0,neutral
dec,1,0.0,neutral
fno,1,0.0,neutral
ninety,1,0.0,neutral
nas,1,0.0,neutral
gates,1,0.0,neutral
delhimetro,1,0.0,neutral
stations,1,0.0,neutral
reduce,1,0.0,neutral
congestion,1,0.0,neutral
commuters,1,0.0,neutral
turns,1,0.0,neutral
ministers,1,0.0,neutral
wishes,1,0.0,neutral
presidentramnathkovind,1,0.0,neutral
taking,1,0.0,neutral
place,1,0.0,neutral
findia,1,0.0,neutral
globalmarketdatabase,1,0.0,neutral
api,1,0.0,neutral
markets,1,0.0,neutral
observing,1,0.0,neutral
upward,1,0.0,neutral
cost,1,0.0,neutral
manufac,1,0.0,neutral
happybdaymodiji,1,0.0,neutral
med,1,0.0,neutral
wrap,1,0.0,neutral
lukng,1,0.0,neutral
jst,1,0.0,neutral
mnths,1,0.0,neutral
tuk,1,0.0,neutral
postcovid,1,0.0,neutral
medicine,1,0.0,neutral
eyes,1,0.0,neutral
continuous,1,0.0,neutral
peoples,1,0.0,neutral
knowledge,1,0.0,neutral
consent,1,0.0,neutral
plz,1,0.0,neutral
comply,1,0.0,neutral
washyourhands,1,0.0,neutral
avoid,1,0.0,neutral
gatherings,1,0.0,neutral
nteam,1,0.0,neutral
csk,1,0.0,neutral
cskvmi,1,0.0,neutral
whistlepodu,1,0.0,neutral
ncongratulat,1,0.0,neutral
suprabhatam,1,0.0,neutral
stayisolated,1,0.0,neutral
nmy,1,0.0,neutral
prayers,1,0.0,neutral
overcome,1,0.0,neutral
increase,1,0.0,neutral
siddap,1,0.0,neutral
jayanagar,1,0.0,neutral
nmallya,1,0.0,neutral
garbage,1,0.0,neutral
realizing,1,0.0,neutral
faculty,1,0.0,neutral
fuel,1,0.0,neutral
prices,1,0.0,neutral
ambit,1,0.0,neutral
ajit,1,0.0,neutral
pawar,1,0.0,neutral
bmcelections,1,0.0,neutral
bmcelection,1,0.0,neutral
maharashtracivicpolls,1,0.0,neutral
nlets,1,0.0,neutral
pledge,1,0.0,neutral
covidfree,1,0.0,neutral
estimated,1,0.0,neutral
back,1,0.0,neutral
written,1,0.0,neutral
vacci,1,0.0,neutral
teased,1,0.0,neutral
bullied,1,0.0,neutral
shamed,1,0.0,neutral
body,1,0.0,neutral
feel,1,0.0,neutral
deeply,1,0.0,neutral
hurt,1,0.0,neutral
harm,1,0.0,neutral
statment,1,0.0,neutral
ceo,1,0.0,neutral
saved,1,0.0,neutral
statement,1,0.0,neutral
indicate,1,0.0,neutral
drown,1,0.0,neutral
river,1,0.0,neutral
drowning,1,0.0,neutral
motivation,1,0.0,neutral
lufc,1,0.0,neutral
lisa,1,0.0,neutral
lanat,1,0.0,neutral
dimapur,1,0.0,neutral
handed,1,0.0,neutral
gratia,1,0.0,neutral
uniserve,1,0.0,neutral
enabling,1,0.0,neutral
business,1,0.0,neutral
ecosystems,1,0.0,neutral
reimagine,1,0.0,neutral
enterprise,1,0.0,neutral
digital,1,0.0,neutral
nmotherhood,1,0.0,neutral
nlearn,1,0.0,neutral
mpvaccinationmahaabhiyan,1,0.0,neutral
sessions,1,0.0,neutral
college,1,0.0,neutral
nahi,1,0.0,neutral
khul,1,0.0,neutral
rahe,1,0.0,neutral
eyahi,1,0.0,neutral
bohot,1,0.0,neutral
bada,1,0.0,neutral
sar,1,0.0,neutral
dard,1,0.0,neutral
aur,1,0.0,neutral
migraine,1,0.0,neutral
suggests,1,0.0,neutral
bell,1,0.0,neutral
mont,1,0.0,neutral
emergency,1,0.0,neutral
authorisation,1,0.0,neutral
delayed,1,0.0,neutral
attached,1,0.0,neutral
posted,1,0.0,neutral
talking,1,0.0,neutral
std,1,0.0,neutral
succumbed,1,0.0,neutral
diseases,1,0.0,neutral
comorbidities,1,0.0,neutral
nist,1,0.0,neutral
niind,1,0.0,neutral
room,1,0.0,neutral
complacency,1,0.0,neutral
strengthen,1,0.0,neutral
infra,1,0.0,neutral
smiles,1,0.0,neutral
found,1,0.0,neutral
nolympus,1,0.0,neutral
question,1,0.0,neutral
livemusic,1,0.0,neutral
researchreport,1,0.0,neutral
technavio,1,0.0,neutral
provides,1,0.0,neutral
valuable,1,0.0,neutral
insights,1,0.0,neutral
marke,1,0.0,neutral
inaugural,1,0.0,neutral
session,1,0.0,neutral
er,1,0.0,neutral
indonesian,1,0.0,neutral
resort,1,0.0,neutral
island,1,0.0,neutral
bali,1,0.0,neutral
constan,1,0.0,neutral
ension,1,0.0,neutral
loc,1,0.0,neutral
reservation,1,0.0,neutral
transport,1,0.0,neutral
appreciati,1,0.0,neutral
hillsborough,1,0.0,neutral
gop,1,0.0,neutral
causes,1,0.0,neutral
problems,1,0.0,neutral
petrol,1,0.0,neutral
discussed,1,0.0,neutral
mallhopping,1,0.0,neutral
puja,1,0.0,neutral
shopping,1,0.0,neutral
frenzy,1,0.0,neutral
tempered,1,0.0,neutral
stricter,1,0.0,neutral
malls,1,0.0,neutral
bound,1,0.0,neutral
leave,1,0.0,neutral
monsoonsinvizag,1,0.0,neutral
feedbacks,1,0.0,neutral
loo,1,0.0,neutral
crossing,1,0.0,neutral
fr,1,0.0,neutral
inaugurates,1,0.0,neutral
multiple,1,0.0,neutral
facilities,1,0.0,neutral
safdarjung,1,0.0,neutral
scientifically,1,0.0,neutral
dressed,1,0.0,neutral
looks,1,0.0,neutral
nhas,1,0.0,neutral
questioned,1,0.0,neutral
weekend,1,0.0,neutral
nshop,1,0.0,neutral
weekendvibes,1,0.0,neutral
abudhabi,1,0.0,neutral
cancels,1,0.0,neutral
requirements,1,0.0,neutral
tnt,1,0.0,neutral
tntthenortheasttoday,1,0.0,neutral
northeast,1,0.0,neutral
arunachalpradesh,1,0.0,neutral
nwhat,1,0.0,neutral
feat,1,0.0,neutral
nsimpl,1,0.0,neutral
attend,1,0.0,neutral
permission,1,0.0,neutral
parents,1,0.0,neutral
protocol,1,0.0,neutral
reduced,1,0.0,neutral
nipah,1,0.0,neutral
raging,1,0.0,neutral
nground,1,0.0,neutral
scramble,1,0.0,neutral
patradevi,1,0.0,neutral
ty,1,0.0,neutral
dabolimairport,1,0.0,neutral
oses,1,0.0,neutral
covidmismanagement,1,0.0,neutral
goagovt,1,0.0,neutral
csocial,1,0.0,neutral
distancing,1,0.0,neutral
dhas,1,0.0,neutral
disappeared,1,0.0,neutral
fhs,1,0.0,neutral
female,1,0.0,neutral
mphs,1,0.0,neutral
purpose,1,0.0,neutral
vaccinatio,1,0.0,neutral
nit,1,0.0,neutral
continuing,1,0.0,neutral
gstcouncilmeeting,1,0.0,neutral
ncatch,1,0.0,neutral
upd,1,0.0,neutral
inspiration,1,0.0,neutral
recommend,1,0.0,neutral
nomask,1,0.0,neutral
latestnews,1,0.0,neutral
satiesh,1,0.0,neutral
customers,1,0.0,neutral
employee,1,0.0,neutral
aunion,1,0.0,neutral
congratulates,1,0.0,neutral
saving,1,0.0,neutral
oral,1,0.0,neutral
hygiene,1,0.0,neutral
woes,1,0.0,neutral
affiliated,1,0.0,neutral
south,1,0.0,neutral
asian,1,0.0,neutral
ha,1,0.0,neutral
bolsonaro,1,0.0,neutral
vows,1,0.0,neutral
break,1,0.0,neutral
nyc,1,0.0,neutral
mandate,1,0.0,neutral
attending,1,0.0,neutral
meetings,1,0.0,neutral
british,1,0.0,neutral
supreme,1,0.0,neutral
court,1,0.0,neutral
initiate,1,0.0,neutral
suo,1,0.0,neutral
moto,1,0.0,neutral
pil,1,0.0,neutral
summon,1,0.0,neutral
narendra,1,0.0,neutral
mini,1,0.0,neutral
observe,1,0.0,neutral
hcm,1,0.0,neutral
goa,1,0.0,neutral
admi,1,0.0,neutral
five,1,0.0,neutral
woman,1,0.0,neutral
four,1,0.0,neutral
men,1,0.0,neutral
underwent,1,0.0,neutral
j,1,0.0,neutral
lazy,1,-0.25,negative
hot,1,0.25,positive
amrindersingh,1,0.0,neutral
version,1,0.0,neutral
sheeples,1,0.0,neutral
genocida,1,0.0,neutral
wil,1,0.0,neutral
worldleaders,1,0.0,neutral
return,1,0.0,neutral
dilip,1,0.0,neutral
chenoy,1,0.0,neutral
naina,1,0.0,neutral
lal,1,0.0,neutral
kidwa,1,0.0,neutral
ja,1,0.0,neutral
dad,1,0.0,neutral
portal,1,0.0,neutral
certificate,1,0.0,neutral
showing,1,0.0,neutral
ntake,1,0.0,neutral
bow,1,0.0,neutral
declined,1,0.0,neutral
zukz,1,0.0,neutral
niso,1,0.0,neutral
shutter,1,0.0,neutral
orange,1,0.0,neutral
male,1,0.0,neutral
person,1,0.0,neutral
boy,1,0.0,neutral
nature,1,0.0,neutral
zomato,1,0.0,neutral
pilot,1,0.0,neutral
minute,1,0.0,neutral
grocery,1,0.0,neutral
starting,1,0.0,neutral
ncr,1,0.0,neutral
ju,1,0.0,neutral
supported,1,0.0,neutral
killing,1,0.0,neutral
draconian,1,0.0,neutral
sting,1,0.0,neutral
tions,1,0.0,neutral
package,1,0.0,neutral
dent,1,0.0,neutral
inflows,1,0.0,neutral
fy,1,0.0,neutral
gdp,1,0.0,neutral
filtration,1,0.0,neutral
systems,1,0.0,neutral
hepa,1,0.0,neutral
grade,1,0.0,neutral
indoors,1,0.0,neutral
airborne,1,0.0,neutral
nabhayahasta,1,0.0,neutral
relation,1,0.0,neutral
modijibirthday,1,0.0,neutral
bank,1,0.0,neutral
sees,1,0.0,neutral
money,1,0.0,neutral
laundering,1,0.0,neutral
risks,1,0.0,neutral
moneylaundering,1,0.0,neutral
masses,1,0.0,neutral
biggest,1,0.0,neutral
reacted,1,0.0,neutral
gpcc,1,0.0,neutral
girish,1,0.0,neutral
chodankar,1,0.0,neutral
remarks,1,0.0,neutral
arts,1,0.0,neutral
crafts,1,0.0,neutral
village,1,0.0,neutral
thiruvananthapuram,1,0.0,neutral
audited,1,0.0,neutral
space,1,0.0,neutral
ntrue,1,0.0,neutral
form,1,0.0,neutral
nesp,1,0.0,neutral
tried,1,0.0,neutral
recent,1,0.0,neutral
percentage,1,0.0,neutral
limits,1,0.0,neutral
megavaccination,1,0.0,neutral
transplantation,1,0.0,neutral
nsoumya,1,0.0,neutral
ncontinental,1,0.0,neutral
gachibowli,1,0.0,neutral
hotel,1,0.0,neutral
humans,1,0.0,neutral
impose,1,0.0,neutral
curbs,1,0.0,neutral
ganpatifestival,1,0.0,neutral
rajeshtope,1,0.0,neutral
shutting,1,0.0,neutral
colleges,1,0.0,neutral
resulted,1,0.0,neutral
immense,1,0.0,neutral
loss,1,0.0,neutral
nbrilliant,1,0.0,neutral
pounds,1,0.0,neutral
morada,1,0.0,neutral
procedure,1,0.0,neutral
doddakanne,1,0.0,neutral
whenever,1,0.0,neutral
maryknoll,1,0.0,neutral
sisters,1,0.0,neutral
anniversary,1,0.0,neutral
nrea,1,0.0,neutral
vle,1,0.0,neutral
kiran,1,0.0,neutral
kumar,1,0.0,neutral
giridih,1,0.0,neutral
jharkhand,1,0.0,neutral
csc,1,0.0,neutral
kudos,1,0.0,neutral
frontl,1,0.0,neutral
kumara,1,0.0,neutral
crad,1,0.0,neutral
reached,1,0.0,neutral
sidd,1,0.0,neutral
nshree,1,0.0,neutral
nrainbowho,1,0.0,neutral
catholic,1,0.0,neutral
bishops,1,0.0,neutral
kenya,1,0.0,neutral
banned,1,0.0,neutral
politicians,1,0.0,neutral
congregations,1,0.0,neutral
churches,1,0.0,neutral
abhishek,1,0.0,neutral
dubey,1,0.0,neutral
governance,1,0.0,neutral
ict,1,0.0,neutral
iot,1,0.0,neutral
initiatives,1,0.0,neutral
brought,1,0.0,neutral
forcing,1,0.0,neutral
pharmaceutical,1,0.0,neutral
organizations,1,0.0,neutral
monotech,1,0.0,neutral
engineers,1,0.0,neutral
ns,1,0.0,neutral
energy,1,0.0,neutral
company,1,0.0,neutral
lpm,1,0.0,neutral
psa,1,0.0,neutral
plant,1,0.0,neutral
knpur,1,0.0,neutral
uttar,1,0.0,neutral
radicalisation,1,0.0,neutral
achievements,1,0.0,neutral
tweets,1,0.0,neutral
uttarakhandhighcourt,1,0.0,neutral
vacated,1,0.0,neutral
stay,1,0.0,neutral
chardhamyatra,1,0.0,neutral
directed,1,0.0,neutral
growth,1,0.0,neutral
opportunities,1,0.0,neutral
latent,1,0.0,neutral
adjacency,1,0.0,neutral
automotive,1,0.0,neutral
ambient,1,0.0,neutral
lighting,1,0.0,neutral
ganeshutsav,1,0.0,neutral
nourishing,1,0.0,neutral
aspiration,1,0.0,neutral
nafter,1,0.0,neutral
lemon,1,0.0,neutral
herbs,1,0.0,neutral
celebrat,1,0.0,neutral
alternative,1,0.0,neutral
onlineclass,1,0.0,neutral
njain,1,0.0,neutral
blo,1,0.0,neutral
mul,1,0.0,neutral
evader,1,0.0,neutral
sena,1,0.0,neutral
adityaroykapur,1,0.0,neutral
spotted,1,0.0,neutral
ffp,1,0.0,neutral
nour,1,0.0,neutral
ultra,1,0.0,neutral
breathable,1,0.0,neutral
styl,1,0.0,neutral
healthylifestyle,1,0.0,neutral
mass,1,0.0,neutral
nsai,1,0.0,neutral
thung,1,0.0,neutral
stock,1,0.0,neutral
duja,1,0.0,neutral
offi,1,0.0,neutral
fi,1,0.0,neutral
vaccinemandate,1,0.0,neutral
nkindly,1,0.0,neutral
savings,1,0.0,neutral
trials,1,0.0,neutral
underway,1,0.0,neutral
evaluate,1,0.0,neutral
eight,1,0.0,neutral
nasal,1,0.0,neutral
spray,1,0.0,neutral
